customer_id,name,email,phone,gender,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
8516-DDDD1140,Ian Johnson,ian.johnson@example.com,+1-555-605-3510,Female,No,No,48,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,77.05,3687.32,0
5941-AAAA1141,Jane Hall,jane.hall@example.com,+1-555-102-2871,Male,Yes,No,19,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,70.91,1370.4,0
2527-CCCC1142,Hannah Johnson,hannah.johnson@example.com,+1-555-680-8143,Female,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,94.9,550.27,1
6248-DDDD1143,Ian Taylor,ian.taylor@example.com,+1-555-397-9980,Male,Yes,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card,68.8,1869.17,1
9578-BBBB1144,Bob Smith,bob.smith@example.com,+1-555-741-8302,Female,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,111.2,5904.29,1
6674-DDDD1145,John Smith,john.smith@example.com,+1-555-302-4106,Female,No,No,48,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,89.44,4314.41,0
2869-AAAA1146,Julia Clark,julia.clark@example.com,+1-555-129-3989,Male,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.47,283.97,1
1279-CCCC1147,George White,george.white@example.com,+1-555-922-5303,Female,Yes,No,59,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card,81.11,4781.85,0
6562-BBBB1148,George Clark,george.clark@example.com,+1-555-978-8742,Male,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.39,2097.57,1
2559-DDDD1149,Bob Brown,bob.brown@example.com,+1-555-538-3389,Male,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,93.02,1022.54,1
4446-DDDD1150,Hannah Wilson,hannah.wilson@example.com,+1-555-688-8632,Male,Yes,No,15,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,117.76,1801.31,1
7982-AAAA1151,Alice Clark,alice.clark@example.com,+1-555-492-7980,Male,No,Yes,64,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,77.24,4956.38,0
1108-CCCC1152,Alice Brown,alice.brown@example.com,+1-555-670-6739,Female,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,116.28,369.72,0
8078-AAAA1153,Ian Miller,ian.miller@example.com,+1-555-468-6226,Female,Yes,No,69,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,96.92,6682.46,0
4489-BBBB1154,John Hall,john.hall@example.com,+1-555-238-1279,Female,Yes,No,23,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,93.2,2121.07,1
1340-AAAA1155,Alice Thomas,alice.thomas@example.com,+1-555-171-3670,Male,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,98.17,5184.3,0
5444-CCCC1156,Charlie Hall,charlie.hall@example.com,+1-555-604-6857,Female,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card,108.29,4026.98,0
9829-AAAA1157,Bob Davis,bob.davis@example.com,+1-555-205-8668,Male,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,105.15,931.72,1
6678-DDDD1158,George Davis,george.davis@example.com,+1-555-258-6269,Female,No,No,15,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,66.21,1057.05,0
6484-AAAA1159,Ian Hall,ian.hall@example.com,+1-555-113-3052,Female,Yes,Yes,3,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,83.58,242.63,1
7979-CCCC1160,George Davis,george.davis@example.com,+1-555-738-8246,Female,No,No,70,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,113.52,7953.42,0
2565-AAAA1161,Hannah Smith,hannah.smith@example.com,+1-555-704-6886,Male,Yes,Yes,17,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,125.44,2139.47,0
4704-AAAA1162,Ethan White,ethan.white@example.com,+1-555-932-9968,Female,No,No,26,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,70.66,1840.75,1
9546-BBBB1163,John Clark,john.clark@example.com,+1-555-391-8545,Female,Yes,No,21,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card,66.48,1371.68,1
9756-BBBB1164,John Clark,john.clark@example.com,+1-555-515-4448,Male,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,86.0,6196.96,0
3590-BBBB1165,Jane Taylor,jane.taylor@example.com,+1-555-584-8313,Female,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,79.69,1678.27,1
1257-AAAA1166,Julia Davis,julia.davis@example.com,+1-555-754-2555,Male,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,101.63,1111.94,1
7221-CCCC1167,Fiona Clark,fiona.clark@example.com,+1-555-669-4367,Female,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.59,1275.45,1
7646-AAAA1168,Bob Wilson,bob.wilson@example.com,+1-555-677-6516,Male,No,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.89,6510.84,1
5077-AAAA1169,Ethan White,ethan.white@example.com,+1-555-574-6693,Male,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.0,1054.77,1
1048-DDDD1170,George Johnson,george.johnson@example.com,+1-555-145-6724,Female,Yes,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,101.56,1436.91,0
2853-CCCC1171,Ian Davis,ian.davis@example.com,+1-555-527-4294,Male,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.83,429.88,0
4741-AAAA1172,Charlie Taylor,charlie.taylor@example.com,+1-555-122-6988,Male,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.94,331.8,0
9583-CCCC1173,Fiona Miller,fiona.miller@example.com,+1-555-166-9817,Male,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card,116.82,1405.74,1
8457-AAAA1174,Hannah Clark,hannah.clark@example.com,+1-555-582-8729,Male,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,103.59,3955.61,0
6823-BBBB1175,John Brown,john.brown@example.com,+1-555-752-1257,Male,No,Yes,34,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.13,2419.8,0
1228-DDDD1176,George Taylor,george.taylor@example.com,+1-555-645-7951,Male,No,No,41,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,82.09,3380.15,0
4252-DDDD1177,Bob Hall,bob.hall@example.com,+1-555-352-6700,Female,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.18,418.42,1
3272-BBBB1178,Hannah Smith,hannah.smith@example.com,+1-555-288-7296,Male,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,26.61,447.78,0
9425-BBBB1179,George Davis,george.davis@example.com,+1-555-814-3124,Male,Yes,No,17,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card,96.6,1647.11,0
1857-BBBB1180,Alice White,alice.white@example.com,+1-555-802-9916,Female,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,27.38,1839.71,0
9690-AAAA1181,John Brown,john.brown@example.com,+1-555-468-5663,Female,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,25.13,1569.06,0
5194-AAAA1182,Charlie Brown,charlie.brown@example.com,+1-555-723-6874,Female,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,110.42,110.42,1
3392-AAAA1183,Bob White,bob.white@example.com,+1-555-253-3202,Female,No,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Credit card,93.39,1142.43,1
7261-DDDD1184,Charlie Smith,charlie.smith@example.com,+1-555-893-1270,Female,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,121.23,504.77,0
5951-AAAA1185,Ethan Miller,ethan.miller@example.com,+1-555-661-6509,Female,No,No,42,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,98.19,4144.42,1
2432-AAAA1186,George Brown,george.brown@example.com,+1-555-167-2693,Female,Yes,No,13,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,90.43,1141.09,1
9191-CCCC1187,Hannah Miller,hannah.miller@example.com,+1-555-944-4623,Male,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,73.65,317.49,1
2665-AAAA1188,Hannah Wilson,hannah.wilson@example.com,+1-555-998-8080,Male,No,No,69,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,97.04,6688.38,1
4254-BBBB1189,Bob Thomas,bob.thomas@example.com,+1-555-388-1750,Female,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,99.29,1897.13,1
9608-CCCC1190,George Smith,george.smith@example.com,+1-555-671-5413,Male,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,35.43,35.43,1
3301-AAAA1191,John Johnson,john.johnson@example.com,+1-555-586-9014,Male,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card,81.56,965.06,1
3052-CCCC1192,George Taylor,george.taylor@example.com,+1-555-490-3086,Male,Yes,No,6,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,70.67,440.83,1
8703-AAAA1193,John Thomas,john.thomas@example.com,+1-555-298-6701,Female,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.0,282.52,1
2451-DDDD1194,Charlie Miller,charlie.miller@example.com,+1-555-893-9698,Female,No,No,51,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card,89.51,4543.41,0
8918-CCCC1195,Bob Wilson,bob.wilson@example.com,+1-555-669-1328,Male,No,No,11,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,66.85,748.95,0
5003-CCCC1196,Ian Johnson,ian.johnson@example.com,+1-555-790-9413,Female,No,No,63,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.65,6072.63,0
1389-AAAA1197,Charlie Miller,charlie.miller@example.com,+1-555-755-4887,Male,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer,110.28,6280.64,0
9007-CCCC1198,Ethan Clark,ethan.clark@example.com,+1-555-126-7816,Male,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,24.63,272.16,0
4635-DDDD1199,Jane Taylor,jane.taylor@example.com,+1-555-250-7316,Male,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card,102.18,211.23,1
7480-CCCC1200,Ethan Wilson,ethan.wilson@example.com,+1-555-822-4093,Male,Yes,No,8,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,105.71,867.43,1
5106-BBBB1201,Julia Johnson,julia.johnson@example.com,+1-555-909-1620,Female,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,102.45,1144.65,1
3319-AAAA1202,Fiona Smith,fiona.smith@example.com,+1-555-493-7190,Female,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,29.3,1534.75,0
7152-CCCC1203,Bob Johnson,bob.johnson@example.com,+1-555-707-6244,Female,Yes,No,10,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,80.31,802.18,0
3823-AAAA1204,Bob Hall,bob.hall@example.com,+1-555-434-6414,Male,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,38.38,275.59,1
3505-DDDD1205,George Hall,george.hall@example.com,+1-555-989-5935,Female,No,No,36,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.25,3168.29,1
8798-CCCC1206,Julia Davis,julia.davis@example.com,+1-555-918-7713,Male,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.55,498.08,1
8869-CCCC1207,Ian Brown,ian.brown@example.com,+1-555-637-6416,Female,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,105.03,5684.62,1
1055-DDDD1208,Fiona Smith,fiona.smith@example.com,+1-555-143-5469,Male,No,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,106.8,2246.78,0
2009-CCCC1209,Julia Davis,julia.davis@example.com,+1-555-712-2027,Male,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card,83.17,4145.98,0
4316-DDDD1210,Hannah Doe,hannah.doe@example.com,+1-555-123-8800,Male,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.66,1223.66,0
4489-CCCC1211,Diana Miller,diana.miller@example.com,+1-555-464-1912,Female,No,No,20,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card,112.39,2256.91,1
5305-BBBB1212,Alice Taylor,alice.taylor@example.com,+1-555-168-8639,Female,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,35.26,279.56,1
2193-CCCC1213,Jane Hall,jane.hall@example.com,+1-555-604-6432,Female,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,108.59,970.45,1
8506-BBBB1214,Fiona Davis,fiona.davis@example.com,+1-555-171-1757,Female,Yes,Yes,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,81.01,104.49,1
2497-CCCC1215,Charlie Wilson,charlie.wilson@example.com,+1-555-864-9043,Male,No,Yes,26,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.09,2334.79,0
3410-CCCC1216,Fiona Hall,fiona.hall@example.com,+1-555-172-3833,Female,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,112.47,4267.47,1
9666-CCCC1217,Bob Doe,bob.doe@example.com,+1-555-627-4061,Female,No,Yes,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,82.68,3163.84,0
6131-CCCC1218,Charlie Wilson,charlie.wilson@example.com,+1-555-139-4110,Male,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.79,6168.58,1
5048-DDDD1219,Julia Brown,julia.brown@example.com,+1-555-155-8028,Male,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,91.01,3961.53,1
5624-CCCC1220,Bob Brown,bob.brown@example.com,+1-555-844-4243,Male,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,32.18,1429.95,0
7681-AAAA1221,George White,george.white@example.com,+1-555-401-8657,Female,No,Yes,62,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Credit card,81.16,5057.53,0
7017-AAAA1222,Ian Clark,ian.clark@example.com,+1-555-531-2724,Male,No,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,101.84,587.69,1
8005-DDDD1223,Fiona Hall,fiona.hall@example.com,+1-555-654-9195,Male,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.11,502.6,0
5585-DDDD1224,Fiona Wilson,fiona.wilson@example.com,+1-555-360-5976,Male,No,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,107.66,5494.82,1
5457-DDDD1225,John Davis,john.davis@example.com,+1-555-669-7158,Female,No,No,38,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card,88.24,3384.69,0
1768-CCCC1226,Ian Hall,ian.hall@example.com,+1-555-187-7103,Male,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,86.06,2043.68,1
9736-CCCC1227,Bob Smith,bob.smith@example.com,+1-555-198-6103,Female,No,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,112.84,5723.28,1
9282-AAAA1228,John Johnson,john.johnson@example.com,+1-555-716-1216,Female,Yes,Yes,10,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,87.06,861.53,1
5333-BBBB1229,Alice Clark,alice.clark@example.com,+1-555-509-9382,Male,No,Yes,72,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,104.56,7516.46,0
8191-CCCC1230,John Davis,john.davis@example.com,+1-555-314-2733,Male,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,16.44,311.82,0
8548-AAAA1231,Bob Thomas,bob.thomas@example.com,+1-555-716-8194,Female,No,No,70,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer,85.48,5971.92,0
3659-BBBB1232,Bob Miller,bob.miller@example.com,+1-555-281-3642,Male,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,84.87,4844.57,1
4228-AAAA1233,George White,george.white@example.com,+1-555-258-7373,Male,No,Yes,39,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,93.83,3696.5,0
2248-CCCC1234,Julia Davis,julia.davis@example.com,+1-555-334-4355,Female,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card,100.9,3340.93,1
3510-CCCC1235,John Thomas,john.thomas@example.com,+1-555-170-3164,Female,No,Yes,59,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,78.96,4674.76,0
5758-BBBB1236,Hannah Clark,hannah.clark@example.com,+1-555-199-1599,Male,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,34.23,594.37,0
1989-AAAA1237,Jane Johnson,jane.johnson@example.com,+1-555-959-6784,Female,Yes,No,56,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.19,3928.75,0
8021-AAAA1238,Ian Taylor,ian.taylor@example.com,+1-555-394-6842,Male,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.62,2139.94,1
2635-AAAA1239,Charlie Clark,charlie.clark@example.com,+1-555-679-8180,Male,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,119.44,5739.64,1
7395-AAAA1240,Fiona Doe,fiona.doe@example.com,+1-555-292-8742,Male,No,No,42,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,103.85,4373.64,1
6218-BBBB1241,Jane Davis,jane.davis@example.com,+1-555-938-6820,Female,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,115.58,3139.72,1
6251-CCCC1242,John White,john.white@example.com,+1-555-490-2376,Male,No,No,52,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card,88.19,4586.52,0
1719-AAAA1243,Jane Thomas,jane.thomas@example.com,+1-555-671-5659,Male,No,No,42,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,125.39,5255.92,1
8035-AAAA1244,Charlie Johnson,charlie.johnson@example.com,+1-555-279-1725,Male,No,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,18.72,623.52,0
3789-BBBB1245,Charlie Thomas,charlie.thomas@example.com,+1-555-876-2040,Female,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,113.56,2967.06,1
7261-AAAA1246,Fiona Davis,fiona.davis@example.com,+1-555-225-1081,Female,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,96.67,2429.11,1
9681-AAAA1247,Diana White,diana.white@example.com,+1-555-139-6735,Female,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,45.64,1048.93,0
7900-AAAA1248,Ethan Doe,ethan.doe@example.com,+1-555-318-2205,Female,Yes,No,57,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,105.01,6009.9,0
8523-DDDD1249,John Davis,john.davis@example.com,+1-555-995-7673,Female,Yes,No,52,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,63.87,3296.1,0
1607-AAAA1250,John Davis,john.davis@example.com,+1-555-752-7142,Male,Yes,No,31,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,87.11,2718.27,1
4591-BBBB1251,Julia White,julia.white@example.com,+1-555-833-6306,Female,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,91.96,5903.2,0
5119-DDDD1252,John Wilson,john.wilson@example.com,+1-555-453-4446,Female,Yes,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.53,1368.61,0
9944-AAAA1253,Charlie Davis,charlie.davis@example.com,+1-555-566-3288,Female,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,92.19,3028.66,1
5444-AAAA1254,Bob Doe,bob.doe@example.com,+1-555-836-3381,Male,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,42.23,58.76,0
2014-CCCC1255,Ethan Wilson,ethan.wilson@example.com,+1-555-147-5008,Female,No,Yes,18,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card,103.56,1874.29,1
5896-BBBB1256,Fiona White,fiona.white@example.com,+1-555-694-8271,Female,No,No,47,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,100.45,4669.52,0
2591-BBBB1257,Diana Johnson,diana.johnson@example.com,+1-555-562-6193,Male,No,Yes,33,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,72.74,2404.88,1
3588-CCCC1258,Charlie Johnson,charlie.johnson@example.com,+1-555-666-3364,Female,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.75,920.97,0
9982-DDDD1259,Hannah White,hannah.white@example.com,+1-555-101-8921,Male,Yes,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer,108.58,5517.89,0
7181-AAAA1260,Charlie Wilson,charlie.wilson@example.com,+1-555-471-2793,Male,No,Yes,18,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,97.1,1710.24,1
5394-BBBB1261,Hannah Wilson,hannah.wilson@example.com,+1-555-568-9779,Male,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,85.43,6133.24,0
4098-DDDD1262,Ethan Thomas,ethan.thomas@example.com,+1-555-522-8425,Male,Yes,No,30,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,88.47,2682.7,0
6876-DDDD1263,Hannah Brown,hannah.brown@example.com,+1-555-732-7976,Male,No,Yes,44,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,114.65,5030.22,1
6204-BBBB1264,Bob Johnson,bob.johnson@example.com,+1-555-826-1475,Female,No,No,53,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,91.99,4883.87,1
8737-CCCC1265,Bob White,bob.white@example.com,+1-555-344-8504,Male,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.71,215.28,1
6075-DDDD1266,Charlie Miller,charlie.miller@example.com,+1-555-791-5583,Male,No,No,52,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,109.24,5701.0,0
9807-AAAA1267,Bob Smith,bob.smith@example.com,+1-555-952-8888,Female,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,101.74,4997.36,1
4672-DDDD1268,Ethan Wilson,ethan.wilson@example.com,+1-555-852-6023,Male,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,99.62,1091.27,0
2623-BBBB1269,Diana Brown,diana.brown@example.com,+1-555-104-6581,Female,No,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.06,6872.59,0
6636-DDDD1270,Hannah Davis,hannah.davis@example.com,+1-555-465-4566,Female,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.94,1742.87,0
3830-CCCC1271,Julia Davis,julia.davis@example.com,+1-555-316-2348,Female,Yes,Yes,36,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,98.72,3533.9,1
